Number,Name
966,"Drews, Arne"
967,"Drews, Christine"
968,"Drews, Gerald"
969,"Dreymüller, Cecilia"
970,"Dribbusch, Barbara"
971,"Dröscher, Daniela"
972,"Drössler, Sabine"
973,"Droste-Hülshoff, Annette von"
974,"Droste, Gabriele"
975,"Droste, Georg"
976,"Drosten, Julia"
977,"Druktenis, Adomas"
978,"Drvenkar, Zoran"
979,"Drvenkar, Zoran, 1967-"
980,"Dübell, Richard"
981,"Dübgen, Hannah"
982,"Dückers, Tanja"
983,"Duden, Anne"
984,"Düffel, John von"
985,"Duhm, Heltrud"
986,"Dulleck, Nina"
987,"Duman, Ogün"
988,"Dümmel, Karsten"
989,"Duncan, Paul"
990,"Duncker, Dora"
991,"Dunham, Tony"
992,"Dürr, Carola"
993,"Dürrenmatt, Friedrich"
994,"Dürrenmatt, Friedrich, 1921-1990"
995,"Dürrson, Werner"
996,"Durst-Benning, Petra"
997,"Dutli-Rutishauser, Maria"
998,"Dutli, Ralph"
999,"Dutton, Annette"
1000,"Duvanel, Adelheid"
1001,"Duve, Karen"
1002,"Dvořáková, Jana"
1003,"Dyrlich, Benedikt"
1004,"Dziewas, Dorothee"
1005,"Eastland, Sam"
1006,"Eberlein, Maren"
1007,"Ebers, Georg"
1008,"Ebert, Holger"
1009,"Ebert, Michael"
1010,"Ebert, Sabine"
1011,"Ebertowski, Jürgen"
1012,"Ebner-Eschenbach, Marie von"
1013,"Ebner, Gudrun"
1014,"Ebner, Jeannie"
1015,"Ebner, Peter"
1016,"Echerer, Mercedes"
1017,"Echte, Bernhard"
1018,"Eckelt, Natalie"
1019,"Eckert, Hella"
1020,"Eckert, Horst"
1021,"Eckhardt, Klaus"
1022,Eckhart &lt
1023,"Edel, Rabea"
1024,"Eden, Jasmin"
1025,Edition In de Roozetak &lt
1026,"Edmonds, Frances"
1027,"Edschmid, Ulrike"
1028,"Edwards, Cyril W."
1029,"Effenberger, Franz Ferdinand"
1030,"Efremova, Rosica"
1031,"Egger, Margaretha N."
1032,"Egger, Oswald"
1033,"Egli, Werner J."
1034,"Ehrensperger, Serge"
1035,"Ehrenstein, Albert"
1036,"Ehrlich, Anna"
1037,"Ehrlich, Heinrich"
1038,"Eibel, Stephan"
1039,"Eich, Günter"
1040,"Eichel, Christine"
1041,"Eichendorff, Joseph von"
1042,"Eichinger, Rosemarie"
1043,"Eichner, Hans"
1044,"Eigner, Gerd-Peter"
1045,"Eilenberger, Wolfram"
1046,Eilhart &lt
1047,"Einstein, Carl"
1048,Einzlkind
1049,"Eis, Osso"
1050,"Eisele, Martin"
1051,"Eisenreich, Herbert"
1052,"Eismann, Beate"
1053,"Ekert-Rotholz, Alice"
1054,"El'kind, Nelli"
1055,"Elgers, Paul"
1056,"Eliot, T. S."
1057,Elisabeth &lt
1058,"Ellermann, Bernd"
1059,"Ellert, Gerhart"
1060,"Ellmer, Arndt"
1061,"Elmbrant, Björn"
1062,"Elmiger, Dorothee"
1063,"Êlônî, Yehûdā"
1064,"Elsberg, Marc"
1065,"Elskamp, Max"
1066,"Ende, Michael"
1067,"Ende, Michael,, 1929-1995."
1068,"Eners, W. I."
1069,"Engberding, Michael"
1070,"Engel, Georg"
1071,"Engel, Kathinka"
1072,"Engel, Leopold"
1073,"Engelmann, Bernt"
1074,"Engelmann, Philipp"
1075,"Engelmann, Ulrich"
1076,"Englisch, Andreas"
1077,"Ensafpour, Nahid"
1078,"Enskat, Fritz"
1079,"Enzensberger, Hans Magnus"
1080,"Enzensberger, Theresia"
1081,"Ephrussi, Elisabeth von"
1082,"Erath, Irmgard"
1083,"Erath, Vinzenz"
1084,"Erb, Elke"
1085,"Erbes, Volker"
1086,"Erbsland, E. S."
1087,"Erdheim, Claudia"
1088,"Erdmann, Barbara"
1089,"Erkel, Ferenc"
1090,"Erlbruch, Wolf"
1091,"Erler, Lukas"
1092,"Erler, Rainer"
1093,"Ernst, Gustav"
1094,"Ernst, Ingrid"
1095,"Ernst, Max"
1096,"Ernst, Susanna"
1097,"Ernsting, Walter"
1098,"Erpenbeck, Charlotte"
1099,"Erpenbeck, Jenny"
1100,"Erschbach, Wolfram von"
1101,"Erten, Yücel"
1102,"Eschbach, Andreas"
1103,"Eschker, Wolfgang"
1104,"Esenin, Sergej A."
1105,Essad &lt
1106,"Esterl, Arnica"
1107,"Ettl, Peter Jeremy"
1108,"Etzold, Veit"
1109,"Euw, Aloys von"
1110,"Evers, Horst"
1111,"Evert, Roumen M."
1112,"Ewers, H. G."
1113,"Ewers, H. G., 1930-"
1114,"Ewers, H.G., 1930-"
1115,"Ewers, Hanns Heinz"
1116,"Exner, Helmut"
1117,"Fabel, Renate"
1118,"Fabian, Sandra"
1119,"Faerber, Regina"
1120,"Faes, Urs"
1121,"Faktor, Jan"
1122,"Falb, Daniel"
1123,"Falk, Rita"
1124,"Falk, Victor von"
1125,"Falkenhorst, Carl"
1126,"Falkensee, Margarete von"
1127,"Fallada, Hans"
1128,"Fallon, Jennifer"
1129,"Fallwickl, Mareike"
1130,"Fankhauser, Jürg M."
1131,"Faro, Marlene"
1132,"Faschinger, Lilian"
1133,"Faschon, Susanne"
1134,"Fassbinder, Helga"
1135,"Fassbinder, Rainer Werner"
1136,"Fast, Christa"
1137,"Fatah, Sherko"
1138,"Fauser, Jörg"
1139,"Fecchio, Daniela"
1140,"Fechenbach, Felix"
1141,"Federer, Heinrich"
1142,"Federico, Carla"
1143,"Federmair, Leopold"
1144,"Federspiel, Jürg"
1145,"Feehan, Christine"
1146,"Fehrs, Johann Hinrich"
1147,"Feldenkirchen, Markus"
1148,"Feldhaus, Hans-Jürgen"
1149,"Felix, D. S."
1150,"Fels, Ludwig"
1151,"Felten, Monika"
1152,"Fendt, Janet"
1153,"Fenske, Michael"
1154,"Ferk, Janko"
1155,"Fernández Merino, Antonio"
1156,"Fernau, Joachim"
1157,"Ferolli, Beatrice"
1158,"Ferrer, Anacleto"
1159,"Fertonani, Roberto"
1160,"Feuchtwanger, Lion"
1161,"Feyl, Renate"
1162,"Fian, Antonio"
1163,"Fichte, Hubert"
1164,"Fiebig, Gerald"
1165,"Fiechtner, Urs M."
1166,"Filip, Ota"
1167,"Finck, Adrien"
1168,"Finckh, Renate"
1169,"Fink, Georg"
1170,"Fioretos, Aris"
1171,"Fischart, Johann"
1172,"Fischer-Rizzi, Susanne"
1173,"Fischer, Claus Cornelius"
1174,"Fischer, Erica"
1175,"Fischer, Friedrich"
1176,"Fischer, Marie Louise"
1177,"Fischer, Natalie"
1178,"Fischer, Rena"
1179,"Fitz, Lisa"
1180,"Fitzek, Sebastian"
1181,"Fitzgerald, F. Scott"
1182,"Fitzgerald, Penelope"
1183,"Flake, Otto"
1184,"Flašar, Milena Michiko"
1185,"Fleischhauer, Wolfram"
1186,"Fleißer, Marieluise"
1187,"Fleming, Griseldis"
1188,"Fleming, Kayla"
1189,"Fleming, Paul"
1190,"Fleming, Sebastian"
1191,"Fletcher, Adam"
1192,"Flex, Walter"
1193,"Flint, Sarah"
1194,"Florescu, Catalin Dorian"
1195,"Flöss, Helene"
1196,"Flynn, Gillian"
1197,"Fock, Manfred"
1198,"Fohn, Julius"
1199,"Föhr, Andreas"
1200,"Fölck, Romy"
1201,"Földényi, F. László"
1202,Fön
1203,"Fontana, Anna Carlot"
1204,"Fontane, Theodor"
1205,"Forbes, Colin"
1206,"Forell, Frank"
1207,"Foresti, Traute"
1208,"Förg, Nicola"
1209,"Forgách, András"
1210,"Formosa, Feliu"
1211,"Forster, E. M."
1212,"Forstmaier, Rosemarie"
1213,"Forte, Dieter"
1214,"Fortunas, Hede"
1215,"Fosshag, Bengt"
1216,"Fouqué, Friedrich de La Motte-"
1217,"Fox, Katia"
1218,"Fra̜czek, Helena"
1219,"Fradkin, Ilʹja M."
1220,"Francis, H. G."
1221,"Franck, Julia"
1222,"Franck, Julia, 1970-"
1223,"Franckh, Pierre"
1224,"François, Louise von"
1225,"Frank, Bruno"
1226,"Frank, Leonhard"
1227,"Frank, Martin"
1228,"Frank, Rudolf"
1229,"Frank, Wolfgang"
1230,"Franke, Herbert W."
1231,"Franke, Ruth"
1232,"Franke, Sabina"
1233,"Frankl, Viktor E."
1234,"Franley, Mark"
1235,"Franz, Aisha"
1236,"Franz, Andreas"
1237,"Franz, Cornelia"
1238,"Franzen, Jonathan"
1239,Franzobel
1240,"Franzos, Karl Emil"
1241,"Frei, Pierre"
1242,"Freij, Lars W."
1243,"Freitag, Günther"
1244,"French, Tana"
1245,"Frensch, Michael"
1246,"Frenz, Bernd"
1247,"Frenzel, Britta"
1248,"Frenzel, Claudia"
1249,"Freud, Sigmund"
1250,"Freudenthaler, Laura"
1251,"Freund, Peter"
1252,"Frey, Alexander M."
1253,"Frey, Eleonore"
1254,"Frey, Hans-Jost"
1255,"Freysinger, Oskar"
1256,"Freytag-Loringhoven, Elsa von"
1257,"Fricke, Lucy"
1258,"Fried, Amelie"
1259,"Fried, Erich"
1260,"Friedell, Egon"
1261,"Friedlaender, Salomo"
1262,"Friedman, Michel"
1263,"Friedrich, Anna"
1264,"Friedrich, Joachim"
1265,"Fries, Fritz Rudolf"
1266,"Fries, Jakob Friedrich"
1267,"Frisch, Max"
1268,"Frischler, Kurt"
1269,"Frischmuth, Barbara"
1270,"Frisé, Adolf"
1271,"Fritsch, Gerhard"
1272,"Fritsch, Valerie"
1273,"Fritsche, Markus"
1274,"Fritz, Marianne"
1275,"Fritz, Walter Helmut"
1276,"Fritzsche, Claus"
1277,"Fritzsche, Klaus"
1278,"Fröbel, Friedrich Marenholtz-Bülow, Bertha Maria von"
1279,"Frobenius, Leo"
1280,"Froemel, Werner"
1281,"Froeschel, George"
1282,"Fröhlich, Alexandra"
1283,"Fröhlich, Susanne"
1284,"Frohmann, Christiane"
1285,"Frontzek, Alice"
1286,"Frost, Everett"
1287,"Früh, Sigrid"
1288,"Fuchs, Anton"
1289,"Fuchs, Signe Anita"
1290,"Fühmann, Franz"
1291,"Fukuda, Yukio"
1292,"Fuld, Werner"
1293,"Funcke, Michael"
1294,"Funk, Kristin"
1295,"Funk, Mirna"
1296,"Funke, Cornelia"
1297,"Furanshisu, H. G."
1298,"Fürnberg, Louis"
1299,"Furness, Ray"
1300,"Fürstenberg, Paula"
1301,"Furtwängler, Felix Martin"
1302,"Fussenegger, Gertrud"
1303,"Futscher, Christian"
1304,"Fux, Christiane"
1305,"Gabelentz, Georg von der"
1306,"Gabert, Karla"
1307,"Gablé, Rebecca"
1308,"Gabriel, Petra"
1309,Gabriele
1310,"Gahse, Zsuzsanna"
1311,"Gailius, Antanas"
1312,"Gaiman, Neil"
1313,"Galen, Philipp"
1314,"Galgóczy-Mécher, Viola de"
1315,"Galli, Matteo"
1316,"Gallinge, Edeltraut"
1317,"Ganghofer, Ludwig"
1318,"Ganglbauer, Petra"
1319,"Ganser, Susanne"
1320,"Gansner, Hans Peter"
1321,"Gaponenko, Marjana"
1322,"Gappmayr, Heinz"
1323,"García Moreno, Aitor"
1324,"García Ponce, Juan"
1325,"Gardemann, Jan"
1326,"Gardosch, Peter"
1327,"Garner, R. F."
1328,"Garstka, Dietrich"
1329,"Gary, Romain"
1330,"Gass, Dietmar"
1331,"Gasser, Jean-Marc"
1332,"Gatarik, Václav"
1333,"Gatza, Mathias"
1334,"Gauch, Sigfrid"
1335,"Gaugler-Straumann, Barbara"
1336,"Gauß, Karl-Markus"
1337,"Gazl, Martin"
1338,"Gebhardt, Gusti"
1339,"Gebhardt, Katrin"
1340,"Geerk, Frank"
1341,"Gehm, Franziska"
1342,"Gehring, Birgitt"
1343,"Gehrisch, Peter"
1344,"Geiger, Arno"
1345,"Geiger, Carl Ignaz"
1346,"Geisendorf, Dietmar"
1347,"Geißler, Heike"
1348,"Geißler, Horst Wolfram"
1349,"Gelabert, Gaudemi"
1350,"Gelich, Johannes"
1351,"Gellert, Christian Fürchtegott"
1352,"Gellhaus, Axel"
1353,"Geltinger, Gunther"
1354,"Genazino, Wilhelm"
1355,"Genke, Gerbert G."
1356,"Gentry, Francis G."
1357,"Genzmer, Herbert"
1358,"George, Nina"
1359,"George, Stefan"
1360,"Georgi, André"
1361,"Gercke, Doris"
1362,"Gerdom, Susanne"
1363,"Gerlach, Heinrich"
1364,"Gerlof, Kathrin"
1365,"German, Ludomił"
1366,"Germano, Susanne"
1367,"Gerner-Haudum, Gabriele"
1368,"Gernhardt, Robert"
1369,"Gerold, Susanne"
1370,"Gerritsen, Tess"
1371,"Gerstäcker, Friedrich"
1372,"Gerstenberg, Franziska"
1373,"Gerstenberg, Heinrich Wilhelm von"
1374,"Gerstl, Elfriede"
1375,"Gesemann, Gerhard"
1376,"Gesthuysen, Anne"
1377,"Giampietro, Nicoletta"
1378,"Gianturco, Elio"
1379,"Ǧibrān, Ǧibrān Ḫalīl"
1380,"Gier, Kerstin"
1381,"Gies, Martin"
1382,"Giese, Alexander"
1383,"Gieselmann, David"
1384,"Giesler, Manfred"
1385,"Gilbers, Harald"
1386,"Gillespie, Gerald Ernest Paul"
1387,"Gim, Seung-ug"
1388,"Giono, Jean"
1389,"Giordano, Mario"
1390,"Giordano, Ralph"
1391,"Girard, Agnès"
1392,"Girardin, Delphine de"
1393,"Girón, Manuel"
1394,"Girst, Thomas"
1395,"Gjellerup, Karl"
1396,"Glaesener, Helga"
1397,"Glaeser, Ernst"
1398,"Glan, Katja von"
1399,"Glaser, Brigitte"
1400,"Glaser, Georg K."
1401,"Glattauer, Daniel"
1402,"Glauser, Friedrich"
1403,"Glavinic, Thomas"
1404,"Gleichenstein, Tino von"
1405,"Glen, Joanna"
1406,"Glogger, Beat"
1407,"Gmeyner, Anna"
1408,"Gmür, Mario"
1409,"Gmür, Reto"
1410,"Godberg, Greta"
1411,"Goeb-Kümmel, Christine"
1412,"Goebbels, Joseph"
1413,"Goes, Albrecht"
1414,Goethe-Institut &lt
1415,"Goethe, Christa"
1416,"Goethe, Johann Wolfgang von"
1417,"Goethe, Johann Wolfgang von Hoffmann, E. T. A."
1418,"Goetsch, Daniel"
1419,"Goetz, Bruno"
1420,"Goetz, Curt"
1421,"Goetz, Rainald"
1422,"Goga-Klinkenberg, Susanne"
1423,"Gogolin, Peter H."
1424,"Gogoll, Ruth"
1425,"Gohl, Christiane"
1426,"Göhre, Frank"
1427,"Goldammer, Frank"
1428,"Goldschmidt, Georges-Arthur"
1429,"Goldstein, Barbara"
1430,"Göll, Hermann"
1431,"Goll, Yvan"
1432,"Goltz, Barbara von der"
1433,"Gombold, Bernd"
1434,"Gomes, Chris"
1435,"Gómez Pato, Rosa Marta"
1436,"Gomringer, Eugen"
1437,"Gomringer, Nora"
1438,"Gonserowski, Annette"
1439,"Goosen, Frank"
1440,"Gorʹkij, Maksim"
1441,"Gordian, Robert"
1442,"Gordon, Chuck Ian"
1443,"Gorelik, Lena"
1444,"Görg, Patricia"
1445,"Gorgoi, Lucia"
1446,"Göring, Gunter"
1447,"Göritz, Matthias"
1448,"Görlich, Günter"
1449,"Görres, Ida Friederike"
1450,"Göschel, Renate"
1451,"Göttfert, Constantin"
1452,Gottfried &lt
1453,"Gotthelf, Jeremias"
1454,"Göttler, Norbert"
1455,"Gottsched, Luise Adelgunde Victorie"
1456,"Götz, Andreas"
1457,"Goyke, Frank"
1458,"Grab, Hermann"
1459,"Grabau, Fritz-René"
1460,"Grabbe, Christian Dietrich"
1461,"Gradl, Christine"
1462,"Graf-Riemann, Lisa"
1463,"Gräf, Dieter M."
1464,"Graf, Lisa"
1465,"Graf, Roman"
1466,"Graff, Helga"
1467,"Grahn, Christian"
1468,"Gralle, Albrecht"
1469,"Gramich, Johannes"
1470,"Grän, Christine"
1471,"Grass, Günter"
1472,"Grazioli, Cristina"
1473,"Green, Malcolm"
1474,"Green, Simon R."
1475,"Greene, Harlan"
1476,"Gregor, Manfred"
1477,"Greif, Martin"
1478,"Greifeneder, Anke"
1479,"Greiner, Margret"
1480,"Greving, Janke"
1481,"Griesbach, Corinna"
1482,"Griesbeck, Robert"
1483,"Griese, Peter"
1484,"Griffiths, Sharon"
1485,"Grigorcea, Dana"
1486,"Grill, Evelyn"
1487,"Grill, Harald"
1488,"Grillparzer, Franz"
1489,"Grimm, Albert Ludwig"
1490,"Grimm, Hans Herbert"
1491,"Grimm, J. L. K."
1492,"Grimm, Jacob"
1493,"Grimm, Reinhold"
1494,"Grimm, Wilhelm"
1495,"Grimmelshausen, Hans Jakob Christoffel von"
1496,"Gringel, Dana"
1497,"Gritzmann, Peter"
1498,"Grjasnowa, Olga"
1499,"Groddeck, Georg"
1500,"Groh, Joachim"
1501,"Groh, Kevin"
1502,"Gromer Khan, Al"
1503,"Gronemann, Sammy"
1504,"Gros, Rainer"
1505,"Grosberg, Oskar"
1506,"Gröschner, Annett"
1507,"Groß, Claudia"
1508,"Grosser, Karlheinz"
1509,"Grote, Paul"
1510,"Grote, Tom"
1511,"Grotjahn, Friedrich"
1512,"Grube, Tina"
1513,"Gruber, Andreas"
1514,"Gruber, Marianne"
1515,"Gruber, Reinhard P."
1516,"Gruber, Sabine"
1517,"Gruenter, Undine"
1518,"Grün, Anselm"
1519,"Grün, Max von der"
1520,"Grünbein, Durs"
1521,"Grundmann, Harriet"
1522,"Grüneberger, Ralph"
1523,"Grünfeld, Max"
1524,"Grünzweig, Dorothea"
1525,"Gruša, Jiří"
1526,"Gruschke, Andreas"
1527,"Gryphius, Andreas"
1528,"Grzimek, Martin"
1529,"Gstättner, Egyd"
1530,"Gstrein, Norbert"
1531,"Gubler, Christine K."
1532,"Gudelius, Claudia"
1533,"Guerne, Armel"
1534,"Guggenheim, Alexandra"
1535,"Guggenheimer, Michael"
1536,"Gugnin, Aleksandr Aleksandrovich"
1537,"Gulden, Alfred"
1538,"Gülich, Martin"
1539,"Güllöuğlu, Fahri"
1540,"Günderode, Karoline von"
1541,"Güngör, Dilek"
1542,"Günther, Agnes"
1543,"Günther, Ernst"
1544,"Günther, Johann Christian"
1545,"Günther, Michael"
1546,"Günther, Ralf"
1547,"Güsken, Christoph"
1548,"Guter, Josef"
1549,"Gütersloh, Albert Paris"
1550,"Gutl, Martin"
1551,"Gutschmid, Eugen von"
1552,"Guttenbrunner, Michael"
1553,"Gutzkow, Karl"
1554,"Gutzschhahn, Uwe-Michael"
1555,"Györffy, Miklós"
1556,"Haak, Rainer"
1557,"Haar, Heinrich von der"
1558,"Haas, Agnieszka"
1559,"Haas, Wolf"
1560,"Ḥabaš, Ḥusain"
1561,"Habe, Hans"
1562,"Habunek, Roman"
1563,"Hacıyev, Vilayät"
1564,"Hacke, Axel"
1565,"Hacken, Richard"
1566,"Hacker, Katharina"
1567,"Hackl, Erich"
1568,"Hacks, Peter"
1569,"Haderlap, Maja"
1570,"Hädrich, Gerd"
1571,"Hadwiger, Viktor"
1572,"Haefs, Gisbert"
1573,"Haensel, Hubert"
1574,"Haffner, Ernst"
1575,"Häfner, Eberhard"
1576,"Häfner, Guido"
1577,"Häfner, Johannes"
1578,"Hagedorn, Friedrich von"
1579,"Hagemann, Inga"
1580,"Hagena, Katharina"
1581,"Hahn, Anna Katharina"
1582,"Hahn, Nikola"
1583,"Hahn, Ulla"
1584,"Haich, Elisabeth"
1585,"Haidegger, Christine"
1586,"Haifisch, Anna"
1587,"Hain, Paul"
1588,"Haisch, Ulrike"
1589,"Hájíček, Jiří"
1590,"Hajos, Mary"
1591,"Halasi, Zoltán"
1592,"Halbach, Karolina"
1593,"Halbe-Bauer, Ulrike"
1594,"Halbritter, Kurt"
1595,"Halicka, Beata"
1596,"H̱ālid, Muḥammad Abū-H̱aṭṭāb"
1597,"Halkes, Catharina J. M."
1598,"Hall, Constance"
1599,"Hallbert, Ulf Peter"
1600,"Haller, Albrecht von"
1601,"Haller, Christian"
1602,"Hallo, Ruth"
1603,"Halter, Jürg"
1604,"Hamann, Anna"
1605,"Hamann, Christof"
1606,"Hambrecht, Martina"
1607,"Hamerling, Robert"
1608,"Hamlin, Cyrus"
1609,"Hammacher, Wilfried"
1610,"Hammer, Agnes"
1611,"Hammer, Joachim Gunter"
1612,"Hammerschmitt, Marcus"
1613,"Hammerton, John Alexander"
1614,"Hammesfahr, Petra"
1615,"Hampe, Johann Christoph"
1616,"Hamsun, Knut"
1617,"Han, Yun"
1618,"Händel, Georg Friedrich"
1619,"Handke, Peter"
1620,"Händl, Claudia"
1621,"Handl, Haimo L."
1622,"Händl, Klaus"
1623,"Händler, Ernst-Wilhelm"
1624,"Hanika, Beate Teresa"
1625,"Hanika, Iris"
1626,"Hanika, Tanja"
1627,"Hankó, László"
1628,"Hannig, Theresa"
1629,"Hänny, Reto"
1630,"Hansen, Dagmar"
1631,"Hansen, Dörte"
1632,"Hansen, Georg"
1633,"Hansen, Konrad"
1634,"Hansen, Odd Magne"
1635,"Hansen, Thore D."
1636,"Hansen, Ule"
1637,"Hanstein, Otfrid von"
1638,"Haratischwili, Nino"
1639,"Harbou, Thea von"
1640,"Härd, John Evert"
1641,"Hardebusch, Christoph"
1642,"Harder, Swen"
1643,"Harig, Ludwig"
1644,"Haring, Roswitha"
1645,"Harksen, Verena Charlotte"
1646,"Harrach, Verena von"
1647,"Harriet, Elisabeth-Joe"
1648,"Hartig, Dieter"
1649,"Hartinger, Ingram"
1650,"Hartl, Alfred"
1651,"Hartl, Gabriele"
1652,"Hartlaub, Felix"
1653,"Hartlieb, Petra"
1654,"Härtling, Peter"
1655,Hartmann &lt
1656,"Hartmann, Heiko Michael"
1657,"Hartmann, Lukas"
1658,"Hartung, Harald"
1659,"Hartung, Hugo"
1660,"Harvey, Sarah"
1661,"Hasenclever, Walter"
1662,"Haslehner-Götz, Elfriede"
1663,"Hasler, Eveline"
1664,"Haslinger, Josef"
1665,"Hassel, Mike"
1666,"Hassler, Silke"
1667,"Hastings, Susan"
1668,"Haucke, Ursula"
1669,"Hauer, Elisabeth"
1670,"Hauer, Gerhard"
1671,"Hauff, Wilhelm"
1672,"Haupenthal, Reinhard"
1673,"Haupt, Werner"
1674,"Hauptmann, Carl"
1675,"Hauptmann, Gaby"
1676,"Hauptmann, Gerhart"
1677,"Hauptstock, Georg"
1678,"Haus, Heinz-Uwe"
1679,"Hauschild, Reinhard"
1680,"Hauser, Heinrich"
1681,"Haushofer, Albrecht"
1682,"Haushofer, Marlen"
1683,"Hausmann, Manfred"
1684,"Hausmann, Raoul"
1685,"Hausmann, Romy"
1686,"Hausser, Isabelle"
1687,"Hayashi, Akira"
1688,"Hayashi, Keiko"
1689,"Haʾuben, Yosef"
1690,"Hebbel, Friedrich"
1691,"Hebel, Johann Peter"
1692,"Hees, Karin"
1693,"Hefner, Ulrich"
1694,"Hegemann, Helene"
1695,"Hegewisch, Helga"
1696,"Hehl, Walter"
1697,"Heib, Marina"
1698,"Heidegger, Martin"
1699,"Heidenreich, Elke"
1700,"Heidenreich, Gert"
1701,"Heilander, Elisabeth"
1702,"Heilmann, Eva"
1703,"Heim, Peter"
1704,"Heimann, Bodo"
1705,"Heimburg, Wilhelmine"
1706,"Heimes, Silke"
1707,"Hein, Christa"
1708,"Hein, Christoph"
1709,"Hein, Günter"
1710,"Hein, Jakob"
1711,"Hein, Manfred Peter"
1712,"Hein, Mirja"
1713,"Heine, Ernst W."
1714,"Heine, Heinrich"
1715,"Heine, Helme"
1716,"Heinemann, Ilka"
1717,"Heinichen, Veit"
1718,Heinrich &lt
1719,"Heinrich, Finn-Ole"
1720,"Heinrich, Franz Josef"
1721,"Heinrich, Jutta"
1722,"Heinrich, Richard W."
1723,"Heinrich, Sabine"
1724,"Heinrich, Walter"
1725,"Heinrich, Willi"
1726,"Heinse, Wilhelm"
1727,"Heinze de Lorenzo, Ursula"
1728,"Heinzmann, Josef"
1729,"Heischkamp, Anna"
1730,"Heiseler, Henry von"
1731,"Heiser, Dorothea"
1732,"Heiss, Sonja"
1733,"Heissig, Walther"
1734,"Heitmann, Tanja"
1735,"Heitz, Markus"
1736,"Hela, Ortrun Brunhild"
1737,"Held, Monika"
1738,"Held, Zoe"
1739,"Heldt, Dora"
1740,"Helfer, Monika"
1741,"Helfrich, Horst"
1742,"Helle, Heinz"
1743,"Heller, Eva"
1744,"Hellinger, Bert"
1745,"Hellmann, Alfred"
1746,"Hellmann, Diana Beate"
1747,"Helminger, Guy"
1748,"Helsing, Jan van"
1749,"Hemau, Gisela"
1750,"Hemingway, Ernest"
1751,"Hemmann, Tino"
1752,"Hempfling, Klaus Ferdinand"
1753,"Henderson, Jo"
1754,"Henisch, Peter"
1755,"Henke, Sandra"
1756,"Hennen, Bernhard"
1757,"Hennig von Lange, Alexa"
1758,"Hennig, Falko"
1759,"Henning, Peter"
1760,"Henri, Diane d'"
1761,"Hens, Gregor"
1762,"Henscheid, Regina"
1763,"Henschel, Gerhard"
1764,"Hensel, Jana"
1765,"Hensel, Kerstin"
1766,"Hensel, Klaus"
1767,"Hentig, Hartmut von"
1768,"Herbeck, Ernst"
1769,"Herbert, Heinz"
1770,"Herbing, Alina"
1771,"Herbote, Burkhard"
1772,"Herbst, Alban Nikolai"
1773,"Herburger, Günter"
1774,"Herder, Maria"
1775,"Hering, Elisabeth"
1776,"Herlin, Hans"
1777,"Herm, Gerhard"
1778,"Herman, Nicolas"
1779,Hermann &lt
1780,"Hermann, Georg"
1781,"Hermann, Judith"
1782,"Hermann, Judith, 1970-"
1783,"Hermann, Kai"
1784,"Hermann, Wolfgang"
1785,"Hermlin, Stephan"
1786,"Herold, Tina"
1787,"Herre, Volkmar"
1788,"Herrlich, Maria"
1789,"Herrmann, Elisabeth"
1790,"Herrmann, Gunnar"
1791,"Herrmann, Markus"
1792,"Herrndorf, Wolfgang"
1793,"Herrschel, Michael"
1794,"Hersch-Tausky, Daniela"
1795,"Hertel, Johannes"
1796,"Hertzsch, Kati"
1797,"Herzberg, André"
1798,"Herzberg, Julianna"
1799,"Herzfeld-Sander, Margaret"
1800,"Herzl, Theodor"
1801,"Herzmanovsky-Orlando, Fritz von"
1802,"Herzog, Marianne"
1803,"Herzog, Rudolf"
1804,"Herzog, Werner"
1805,"Hess, Annette"
1806,"Hesse, Andreas D."
1807,"Hesse, Hermann"
1808,"Hesse, Hermann, 1877-1962"
1809,"Hesse, Lena"
1810,"Hessel, Franz"
1811,"Hessing, Jakob"
1812,"Hetmann, Frederik"
1813,"Hettche, Thomas"
1814,"Hettinger, Eugen"
1815,"Heuner, Almuth"
1816,"Heym, Georg"
1817,"Heym, Stefan"
1818,"Heyse, Paul"
1819,"Hielscher, Juliane"
1820,"Highsmith, Patricia"
1821,"Hilbig, Wolfgang"
1822,"Hildebrand, Jens"
1823,"Hildebrandt, Dieter"
1824,"Hildebrandt, Irma"
1825,Hildegard &lt
1826,"Hildesheimer, Wolfgang"
1827,"Hilgendorff, Hermann"
1828,"Hill, Roxann"
1829,"Hille, Ulrike Marie"
1830,"Hillebrand, Bruno"
1831,"Hillenbrand, Tom"
1832,"Hilliges, Ilona Maria"
1833,"Hilling, Anja"
1834,"Hilscher, Eberhard"
1835,"Hilsenrath, Edgar"
1836,"Hinrichsen, Peter"
1837,"Hinze, Klaus-Peter"
1838,"Hirschfeld, Georg"
1839,"Hirschl, Elias"
1840,"Hitzbleck, Klaus-Bodo"
1841,"Hlawaty, Graziella"
1842,"Höch, Ingeborg"
1843,"Hochgatterer, Paulus"
1844,"Hochhuth, Rolf"
1845,"Hochwälder, Fritz"
1846,"Hock, Kurt"
1847,"Hocke, Gustav René"
1848,"Hoddis, Jakob van"
1849,"Hodjak, Franz"
1850,"Hoepfner, Inge"
1851,"Hoerschelmann, Fred von"
1852,"Hofé, Günter"
1853,"Höfele, Andreas"
1854,"Hofer, Bernhard"
1855,"Hoffbauer, Jochen"
1856,"Hoffer, Klaus"
1857,"Hoffman, Jilliane"
