Number,Name
1858,"Hoffmann von Fallersleben, August Heinrich"
1859,"Hoffmann, Anna"
1860,"Hoffmann, E. T. A."
1861,"Hoffmann, Heinrich"
1862,"Hoffmann, Horst"
1863,"Hoffmann, Johanna"
1864,"Hoffmann, Léopold"
1865,"Hoffmann, Reinhold"
1866,"Hoffmann, Sandra"
1867,"Hoffmann, Werner"
1868,"Höfler, Polly Maria"
1869,"Hofman, Alois"
1870,"Hofmann, Gert"
1871,"Hofmann, Maria Georg"
1872,"Hofmann, Michael"
1873,"Hofmann, Tatjana"
1874,"Hofmannsthal, Hugo von"
1875,"Hofstätter, Jakob"
1876,"Hohberg, Annette"
1877,"Hohl, Ludwig"
1878,"Hohlbein, Rebecca"
1879,"Hohlbein, Wolfgang"
1880,"Hohler, Franz"
1881,"Holbe, Daniel"
1882,"Holbe, Rainer"
1883,"Hölderlin, Friedrich"
1884,"Holesch, Ditha"
1885,"Holl, Stefan"
1886,"Höll, Wolfram"
1887,"Holland, Katrin"
1888,"Holler, Constanze"
1889,"Hollitzer, Herbert"
1890,"Holmes, Deborah"
1891,"Holst, Evelyn"
1892,"Holst, Margarete von"
1893,"Holstein, Jupp"
1894,"Holtei, Karl von"
1895,"Holz, Arno"
1896,"Holzach, Alexander"
1897,"Holzner, Johann"
1898,"Holzwarth, Werner"
1899,"Hom, Hans"
1900,"Höner, Peter"
1901,"Hönig, Nikolas"
1902,"Honigmann, Barbara"
1903,"Höntsch, Ursula"
1904,"Hoppe, Felicitas"
1905,"Hörger, Marlies"
1906,"Horie, Hildegard"
1907,"Horn, Nikolaus"
1908,"Horn, Rebecca"
1909,"Hörnigk, Therese"
1910,"Horny, Tinga"
1911,"Horowitz, Anthony"
1912,"Horst, Norbert"
1913,"Horster, Hans-Ulrich"
1914,"Horváth, Géza"
1915,"Horváth, Martin"
1916,"Horváth, Ödön von"
1917,"Horwege, Wilfried"
1918,"Höß, Rudolf"
1919,"Hoßfeld, Dagmar"
1920,"Hotschnig, Alois"
1921,"Houchidar, Golnaz"
1922,"Houellebecq, Michel"
1923,"Howard, Karin"
1924,"Hoyer, Heike"
1925,"Hron, Zdeněk"
1926,"Huang, Xueyuan"
1927,"Hübel, Adi"
1928,"Huber, Klaus"
1929,"Huber, Nicole"
1930,"Hübner, Franz"
1931,"Hübner, Michael"
1932,"Hübotter, Klaus"
1933,"Huch, Ricarda"
1934,"Huchel, Peter"
1935,"Hueck-Dehio, Else"
1936,"Huelsenbeck, Richard"
1937,"Huillet, Danièle"
1938,"Huizing, Klaas"
1939,"Hülsebusch, Bernhard"
1940,"Hülsmann, Petra"
1941,"Hülstrunk, Dirk"
1942,"Hültner, Robert"
1943,"Humann, Klaus"
1944,"Hummel, Eleonora"
1945,"Hünermann, Wilhelm"
1946,"Huonder, Silvio"
1947,"Hůrková, Klára"
1948,"Hürlimann, Thomas"
1949,"Husemann, Dirk"
1950,"Huss, Frank"
1951,"Hutmacher, Rahel"
1952,"Hütten, Alois"
1953,"Hyde, Malachy"
1954,"Iddings, Benjamin Paul"
1955,"Iešmantaitė, Agnė"
1956,"Igarashi, Hiroshi"
1957,"Ikonnikov, Aleksandr"
1958,"Ilinova, Donka"
1959,"Ilisch, Maja"
1960,"Imhof, Agnes"
1961,"Incekan, Abdullah"
1962,"Ingendaay, Paul"
1963,"Ingenheim, Marieluise von"
1964,"Inglin, Meinrad"
1965,"Ingold, Felix Philipp"
1966,"Innerhofer, Franz"
1967,"Ins, Jürg von"
1968,"Inusa, Manuela"
1969,"Iordanide, Cristian"
1970,"Iosivoni, Bianca"
1971,"Irmisch, Beate"
1972,"Irshaid, Karin"
1973,"Irving, John"
1974,"Isau, Ralf"
1975,"Isbășescu, Mihai"
1976,"Isemann, Bernd"
1977,"Isherwood, Christopher"
1978,"Ishii, Fujio"
1979,"Iso, Kōji"
1980,"Isringhaus, Jörg"
1981,"Iten, Andreas"
1982,"Itō, Hiroshi"
1983,"Itō, Takao"
1984,"Ivănescu, Mircea"
1985,"Ivankin, Anatolij"
1986,"Iwabuchi, Tatsuji"
1987,"Izquierdo, Andreas"
1988,"Jablonsky, Hilla"
1989,"Jaccottet, Philippe"
1990,"Jäckle, Nina"
1991,"Jacobi, Friedrich Heinrich"
1992,"Jacobs, Anne"
1993,"Jacquet, Hélène"
1994,"Jaeckle, Erwin"
1995,"Jaedtke, Wolfgang"
1996,"Jaeger, Henry"
1997,"Jaeger, Kurt"
1998,"Jaeggi, Eva"
1999,"Jaeggi, Urs"
2000,"Jäger, Gerhard"
2001,"Jäger, Katja"
2002,"Jahnke, Robin"
2003,"Jahnn, Hans Henny"
2004,"Jakob, Barbara"
2005,"Jakobs, Günther"
2006,"Jakoby, Stella"
2007,"James, Eloisa"
2008,"James, Peter"
2009,"Jandl, Ernst"
2010,"Jané, Jordi"
2011,"Janesch, Sabrina"
2012,"Janetschek, Ottokar"
2013,"Janisch, Heinz"
2014,"Jankowski, Martin"
2015,Janosch
2016,"Jansen, Hanna"
2017,"Jansen, Marie"
2018,"Jarawan, Pierre"
2019,"Jardas, Margaret"
2020,"Jaroschka, Markus"
2021,"Jary, Micaela"
2022,"Jaschinski, Christian"
2023,"Jaud, Tommy"
2024,"Jaumann, Bernhard"
2025,Jean Paul
2026,"Jeissing, Ivana"
2027,"Jelačić von Bužim, Josef"
2028,"Jelinek, Elfriede"
2029,"Jelinek, Elfriede Verkäufer"
2030,"Jellinek, Oskar"
2031,"Jenner, Simon"
2032,"Jennings, Gary"
2033,"Jenny, Zoë"
2034,"Jens, Walter"
2035,"Jensen, Nils"
2036,"Jensen, Wilhelm"
2037,"Jerger-Bachmann, Ilona"
2038,"Jerger, Ilona"
2039,"Jerofke, Bernd Klaus"
2040,"Jeromin, Britta"
2041,"Jeschke, Wolfgang"
2042,"Jeske, Gerhard"
2043,"Jessen, Søren"
2044,"Jessler, Nadine"
2045,"Jiang, Shan"
2046,"Jirgl, Reinhard"
2047,"Jisa, Rudolf"
2048,"Jobst, Vinzenz"
2049,Johannes &lt
2050,"Johannson, Lena"
2051,"Johansen, Hanna"
2052,"Johler, Jens"
2053,"John, Kirsten"
2054,"Johnson, Uwe"
2055,"Jones, Victoria"
2056,"Jonigk, Thomas"
2057,"Jonke, Gert"
2058,"Jonuleit, Anja"
2059,"Joop, Wolfgang"
2060,"Jopaire, Sandrine"
2061,"Jordan, Ricarda"
2062,"Jörgensen, Dieter"
2063,"Joseph, Wendy"
2064,"Jost, Silvia"
2065,"Josten, Husch"
2066,"Julian, Helena"
2067,"Jung, Franz"
2068,"Jung, Jochen"
2069,"Jung, Peter"
2070,"Junge, Ricarda"
2071,"Jünger, Ernst"
2072,"Jünger, Friedrich Georg"
2073,"Jungk, Peter Stephan"
2074,"Jüngling, Hanna"
2075,"Jungo, Michael"
2076,"Jüngst, Harald"
2077,"Junk, Catharina"
2078,"Junke, Joe"
2079,"Jurado López, Manuel"
2080,"Jurreit, Marielouise"
2081,"Jussen, Heinz"
2082,"Juul Clausen, Erik"
2083,"Kabus, Christine"
2084,"Kadijski, Kiril"
2085,"Kaes, Wolfgang"
2086,"Kafka, Franz"
2087,"Kafka, Franz, 1883-1924"
2088,"Kafka, Franz!118559230!"
2089,"Kagiya, Yūsuke"
2090,"Kahlert, August"
2091,"Kahn, Lisa"
2092,"Kahn, Walter"
2093,"Kain, Franz"
2094,"Kaiser-Mühlecker, Reinhard"
2095,"Kaiser, Georg"
2096,"Kaiser, Gloria"
2097,"Kaiser, Gunnar"
2098,"Kaiser, Maria Regina"
2099,"Kaiser, Vea"
2100,"Kaléko, Mascha"
2101,"Kalisa, Karin"
2102,"Kalka, Dieter"
2103,"Kalka, Joachim"
2104,"Kalman, Anna"
2105,"Kálnay, Juliana"
2106,"Kaltenbrunner, Otto"
2107,"Kamerun, Schorsch"
2108,"Kamimura, Hideo, 1928- Sonstige"
2109,"Kaminer, Wladimir"
2110,"Kaminski, André"
2111,"Kammerer, Iris"
2112,"Kämmerer, Leo"
2113,"Kämpchen, Martin"
2114,"Kamphoevener, Elsa Sophia von"
2115,"Kamplet Rotar, Sonja"
2116,"Kanaan, Verena"
2117,"Kandinsky, Wassily"
2118,"Kandolf, Franz"
2119,"Kanduth, Gerard"
2120,"Kanner, Israel Zwi"
2121,"Kansy, Helga"
2122,"Kant, Hermann"
2123,"Kantemir, İris"
2124,"Kányádi, Sándor"
2125,"Kapielski, Thomas"
2126,"Kapitelman, Dmitrij"
2127,"Kappacher, Walter"
2128,"Kapper, Siegfried"
2129,"Kappus, Franz Xaver"
2130,"Kara, Yadé"
2131,"Karachalios, Dēmētrios"
2132,"Karau, Günter"
2133,"Karelʹskij, Alʹbert V."
2134,"Karg, Cassian"
2135,"Karge, Manfred"
2136,"Karlin, Alma M."
2137,"Karlin, Alma Maximiliane"
2138,"Karlinger, Felix"
2139,"Karmel, Avrāhām"
2140,"Karoly, Jil"
2141,"Karpf, Urs"
2142,"Karr, Hanns-Peter"
2143,"Kasaty, Olga Olivia"
2144,"Kaschnitz, Marie Luise"
2145,"Kaser, Norbert C."
2146,"Kasnitz, Adrian"
2147,"Kasprzak, Andreas"
2148,"Kassner, Rudolf"
2149,"Kast-Riedlinger, Annette"
2150,"Kastel, Michaela"
2151,"Kasten, Mona"
2152,"Kästner, Erich"
2153,"Kastner, Jörg"
2154,"Kastura, Thomas"
2155,"Katō, Jirō"
2156,"Katz, Leo"
2157,"Katz, Richard"
2158,"Käufer, Hugo Ernst"
2159,"Kaufhold, Julia"
2160,"Kaufman, Kat"
2161,"Kaufmann, Kat"
2162,"Kaufmann, Paul"
2163,"Kaus, Gina"
2164,"Kautz, Helge T."
2165,"Kebir, Sabine"
2166,"Keene, Brian"
2167,"Kegel, Bernhard"
2168,"Keglevic, Peter"
2169,"Kehle, Matthias"
2170,"Kehlmann, Daniel"
2171,"Keiderling, Christel"
2172,"Keil, Christina E."
2173,"Keilson, Hans"
2174,"Keim, Franz"
2175,"Keiser, Helen"
2176,"Keller, Christoph"
2177,"Keller, Claudia"
2178,"Keller, Gottfried"
2179,"Keller, Paul"
2180,"Keller, Philipp"
2181,"Keller, Volker"
2182,"Keller, Werner"
2183,"Kellermann, Bernhard"
2184,"Kelling, Gerhard"
2185,"Kellner, Friedrich"
2186,"Kelter, Jochen"
2187,"Kempff, Martina"
2188,"Kempowski, Walter"
2189,"Kendrick, Sophie"
2190,"Kennel, Herma"
2191,"Kerényi, Karl"
2192,"Kermani, Navid"
2193,"Kern, Alfred"
2194,"Kern, Björn"
2195,"Kern, Claudia"
2196,"Kern, Elfriede"
2197,"Kern, Silke"
2198,"Kernbach, Michael"
2199,"Kerner, Justinus"
2200,"Kerr, Charlotte"
2201,"Kerschbaumer, Marie-Thérèse"
2202,"Kertész, Imre"
2203,"Kessel, Martin"
2204,"Kesser, Hermann"
2205,"Kessler, Christof"
2206,"Kessler, Klaus"
2207,"Keßner, Andreas"
2208,"Kesten, Hermann"
2209,"Kettelin-Vesa, Pirjoliisa"
2210,"Kettenbach, Hans Werner"
2211,"Keun, Irmgard"
2212,"Keussen, Anselm"
2213,"Keys, Kerry Shawn"
2214,"Keyser, Charlotte"
2215,"Keyserling, Eduard von"
2216,"Khayat, Rasha"
2217,"Khider, Abbas"
2218,"Kiafas, Giorgos"
2219,"Kiefer, Reinhard"
2220,"Kien, Peter"
2221,"Kiening, Alexandra"
2222,"Kieseritzky, Ingomar von"
2223,"Kietzke, Bernd"
2224,"Kijamov, Ališer"
2225,"Kilian, Klaus"
2226,"Kim, Anna"
2227,"Kimura, Naoji"
2228,"Kinder, Hermann"
2229,"Kindl, Ulrike"
2230,"King, Stephen"
2231,"Kinkel, Tanja"
2232,"Kinsky, Esther"
2233,"Kinzelmann, Dietlind"
2234,"Kipphardt, Heinar"
2235,"Kirchhofer, Markus"
2236,"Kirchhoff, Bodo"
2237,"Kirchhoff, Hans"
2238,"Kirchner, Katrin"
2239,"Kirsch, Dietrich"
2240,"Kirsch, Sarah"
2241,"Kirschke, Waltraud"
2242,"Kirst, Hans Hellmut"
2243,"Kirsten, Wulf"
2244,"Kisch, Egon Erwin"
2245,"Kishon, Ephraim"
2246,"Kitter, Eva"
2247,"Kiy, Bärbel"
2248,Klabund
2249,"Klas-Glass, Reny"
2250,"Klassen, Lena"
2251,"Klaushofer, Roswitha"
2252,"Kledtke, Simon André"
2253,"Kleeberg, Michael"
2254,"Klein, Benjamin"
2255,"Klein, Eduard"
2256,"Klein, Elisabeth"
2257,"Klein, Ernst"
2258,"Klein, Georg"
2259,"Klein, Olaf Georg"
2260,"Kleininger, Thomas"
2261,"Kleinworth, Daniel"
2262,"Kleist, Ewald Christian von"
2263,"Kleist, Heinrich von"
2264,"Kleist, Peter"
2265,"Klemann, Carsten"
2266,"Kliesch, Vincent"
2267,"Kliková, Markéta"
2268,"Kliková, Markéta Sonstige"
2269,"Klíma, Ladislav"
2270,"Kling, Marc-Uwe"
2271,"Kling, Thomas"
2272,"Kling, Ulla"
2273,"Klingemann, Ernst August Friedrich"
2274,"Klinger, Friedrich Maximilian von"
2275,"Klinger, Kurt"
2276,"Kloeble, Christopher"
2277,"Klönne, Gisa"
2278,"Klonovsky, Michael"
2279,"Kloos, Luise"
2280,"Kłopocka, Agnieszka"
2281,"Klöppelschuh, Elvira"
2282,"Klopstock, Friedrich Gottlieb"
2283,"Kloss, Helmar"
2284,"Klubowicz, Marta"
2285,"Kluge, Alexander"
2286,"Kluge, Karlheinz"
2287,"Kluger, Martin"
2288,"Klugmann, Norbert"
2289,"Klümper, Günther F."
2290,"Klüpfel, Volker"
2291,"Klüssendorf, Angelika"
2292,"Kmecl, Matjaž"
2293,"Knapp, Andreas"
2294,"Knapp, Radek"
2295,"Knauer, Sebastian"
2296,"Knauss, Sibylle"
2297,"Kneidl, Laura"
2298,"Kneifel, Hanns"
2299,"Kneifel, Hans"
2300,"Kneifl, Edith"
2301,"Kneip, Matthias"
2302,"Kneissler, Michael"
2303,"Knelles, Sylvia"
2304,"Knellwolf, Ulrich"
2305,"Knigge, Adolph &lt"
2306,"Knigge, Judith"
2307,Knister
2308,"Knittel, John"
2309,"Knittermeier, Frank"
2310,"Knobloch, Ina"
2311,"Knodt, Reinhard"
2312,"Knopp, Beate"
2313,"Knopp, Thomas"
2314,"Kobialka, Martin"
2315,"Kobr, Michael"
2316,"Koch, Anna"
2317,"Koch, Boris"
2318,"Koch, Erich"
2319,"Koch, Erwin"
2320,"Koch, Jessica"
2321,"Koch, Ursula"
2322,"Köck, Thomas"
2323,"Koebeli, Markus"
2324,"Koenig, Alma Johanna"
2325,"Koepke, Harry"
2326,"Koeppen, Wolfgang"
2327,"Koestler, Arthur"
2328,"Kofler, Gerhard"
2329,"Kofler, Werner"
2330,"Kofmehl, Damaris"
2331,"Kögl, Gabriele"
2332,"Kohaupt, Ursula"
2333,"Kohl, Paul"
2334,"Köhler, Barbara"
2335,"Köhler, Joachim"
2336,"Köhler, Karen"
2337,"Kohlhaase, Wolfgang"
2338,"Kohlmann, Bara"
2339,"Köhlmeier, Michael"
2340,"Kohout, Pavel"
2341,"Kohr, Knud, 1966-"
2342,"Kokoschka, Oskar"
2343,"Kolár, Jaroslav"
2344,"Kolb, Angelika"
2345,"Kolb, Guido J."
2346,"Kolb, Rüdiger"
2347,"Kolb, Ulrike"
2348,"Kolbe, Uwe"
2349,"Kolbenhoff, Walter"
2350,"Koljazin, Vladimir F."
2351,"Kollender, Andreas"
2352,"Kolleritsch, Alfred"
2353,"Kolmar, Gertrud"
2354,"Kolosowa, Wlada"
2355,"Koltz, Anise"
2356,"Komenda-Soentgerath, Olly"
2357,"Konecny, Jaromir"
2358,"Koneffke, Jan"
2359,"König, Barbara"
2360,"König, Friedhelm"
2361,"König, Hans H."
2362,"König, Kai"
2363,"König, Lea"
2364,"König, Rainer"
2365,"König, Wilhelm"
2366,"Königsdorf, Helga"
2367,"Könnecke, Ole"
2368,"Konnerth, Tania"
2369,"Konopka, Feliks"
2370,Konrad &lt
2371,"Konsalik, Heinz G."
2372,"Konstantinov, Venceslav"
2373,"Kooij, Rachel van"
2374,"Kopacka, Werner"
2375,"Kopelev, Lev"
2376,"Koperska, Magdalena"
2377,"Köpf, Gerhard"
2378,"Kopielski, Ingrid"
2379,"Köpp, Constanze H. E."
2380,"Koppel, Gert"
2381,"Koppelkamm, Stefan"
2382,"Koppelstätter, Lenz"
2383,"Köppen, Edlef"
2384,"Koprowski, Jan"
2385,"Körber, Joachim"
2386,"Körber, Lili"
2387,"Korber, Tessa"
2388,"Kordon'er, Mari"
2389,"Kords, Silke"
2390,"Koren', Svetlana A."
2391,"Korn, Carmen"
2392,"Korn, Ernst"
2393,"Kornauer, Paul"
2394,"Korneev, Jurij Borisovič"
2395,"Körner-Armbruster, Angela Maria"
2396,"Körner, Heinz"
2397,"Kornfeld, Paul"
2398,"Korona, Ira"
2399,"Korschunow, Irina"
2400,"Koschel, Christine"
2401,"Koschyk, Heike"
2402,"Koskull, Josi von"
2403,"Koß, Bert"
2404,"Köster-Lösche, Kari"
2405,"Kostić, Dragutin"
2406,"Kottmann, Agnes"
2407,"Köttner-Benigni, Klara"
2408,"Kotzebue, August von"
2409,"Koubová, Věra"
2410,"Koudelková, Eva"
2411,"Koval'ova, Oleksandra"
2412,"Kovič, Kajetan"
2413,"Kpalete, Yawhleim"
2414,"Kracauer, Siegfried"
2415,"Kracht, Christian"
2416,"Kraft, Robert"
2417,"Kraiker, Ansgar"
2418,"Krall, Hanna"
2419,"Kramer, Theodor"
2420,"Kramsztyk, Józef"
2421,"Krane, Anna von"
2422,"Kranjc, Marco"
2423,"Krasni, Zlatko"
2424,"Kratěna, Tomáš"
2425,"Kraus, Chris"
2426,"Kraus, Emil"
2427,"Kraus, Ivan"
2428,"Kraus, Joseph Martin"
2429,"Kraus, Karl"
2430,"Kraus, Rudolf"
2431,"Kraus, Susanne"
2432,"Krause, Barbara"
2433,"Krause, Thilo"
2434,"Krauß, Angela"
2435,"Krauss, Luís"
2436,"Krausser, Helmut"
2437,"Krawczyk, Ulrike"
2438,"Kraxner, Petra Maria"
2439,"Krebs, Gérard"
2440,"Krebs, Johann Baptist"
2441,"Krechel, Ursula"
2442,"Krege, Wolfgang"
2443,"Kreiss, Bernard"
2444,"Kreissl, Rainer"
2445,"Kreitz, Isabel"
2446,"Kreller, Susan"
2447,"Kremer, Rüdiger"
2448,"Kremnitz, Mite"
2449,"Kremp, Virginie"
2450,"Kremser, Stefanie"
2451,"Krenek, Ernst"
2452,"Kreslehner, Gabi"
2453,"Kress-Fricke, Regine"
2454,"Kresswitz, Nina"
2455,"Kretz, Ingrid"
2456,"Kretzen, Friederike"
2457,"Kreymerman, Geliy"
2458,"Kricheldorf, Rebekka"
2459,"Krick, Julius"
2460,"Krickeberg, Walter"
2461,"Krieger, Günter"
2462,"Krieger, Walter"
2463,"Krien, Daniela"
2464,"Krispien, Edith"
2465,"Křištan, Lukáš"
2466,"Kristiansen, Ole"
2467,"Kristin, Marko Z."
2468,"Kristl, Vlado"
2469,"Krivokapić, Mirko"
2470,"Kröber, Hans-Ludwig"
2471,"Kroeger, Theodor"
2472,"Kroetz, Franz Xaver"
2473,"Kröger, Wolfgang"
2474,"Kröhn, Julia"
2475,"Krohn, Tim"
2476,"Kroke, Pit"
2477,"Krolow, Karl"
2478,"Kromarek, Michael"
2479,"Kronauer, Brigitte"
2480,"Kroon-Bakker, C."
2481,"Kropp, Jürgen"
2482,"Krötz, Melanie"
2483,"Krügel, Mareike"
2484,"Krüger, Horst"
2485,"Krüger, Michael"
2486,"Krüger, Renate"
2487,"Krüger, Thomas W."
2488,"Kruize, Jan"
2489,"Krumbiegel, Steffi"
2490,"Krupp, Ute-Christine"
2491,"Kruppa, Hans"
2492,"Kruse, Ingeborg"
2493,"Kruse, Sigrid"
2494,"Kruse, Tatjana"
2495,"Kryszak, Janusz"
2496,"Krzywon, Ernst Josef"
2497,"Ku, Ki-sŏng"
2498,"Kubelka, Susanna"
2499,"Kubiczek, André"
2500,"Kubin, Alfred"
2501,"Kubitschek, Ruth Maria"
2502,"Kübler, Roland"
2503,"Küchenmeister, Nadja"
2504,"Kuckart, Judith"
2505,"Kuczynski, Rita"
2506,"Kudrjavickij, Anatolij I."
2507,"Kuehnelt-Leddihn, Erik von"
2508,"Kuessner, Lutz"
2509,"Kuh, Anton"
2510,"Kuhligk, Björn"
2511,"Kuhlmann, Daniela"
2512,"Kühn, Andrea"
2513,"Kuhn, Horst"
2514,"Kühn, Johannes"
2515,"Kühn, Johannes, 1934-"
2516,"Kuhn, Kevin"
2517,"Kuhn, Krystyna"
2518,"Kühn, Oliver"
2519,"Kuhn, Sandy Taikyu"
2520,"Kuhn, Tom"
2521,"Kuhnau, Johann"
2522,"Kuhner, Herbert"
2523,"Kui, Alexandra"
2524,"Kulenkampff, Hans-Joachim"
2525,"Kulin, Ayşe"
2526,"Kumar, Anant"
2527,"Kummer, Tom"
2528,"Kumpfmüller, Michael"
2529,"Kunert, Günter"
2530,"Kunicki, Wojciech"
2531,"Kunkel, Thor"
2532,"Kunkulos, Ntinos"
2533,"Kunst, Thomas"
2534,"Kuntz, Mark"
2535,"Kunze, Andrea"
2536,"Kunze, Michael"
2537,"Kunze, Reiner"
2538,"Kuppel, Gotthart"
2539,"Küppers, Topsy"
2540,"Kurbjuweit, Dirk"
2541,"Kureishi, Hanif"
2542,"Kurnitzky, Horst"
2543,"Kürschner, Liza"
2544,"Kürten, Claudio"
2545,"Kürthy, Ildikó von"
2546,"Kurz, Karl Friedrich"
2547,"Kurzeck, Peter"
2548,"Kusenberg, Kurt"
2549,"Kušnarenko-Surtaeva, V. G."
2550,"Kutscher, Volker"
2551,"Kutschke, Svealena"
2552,"Kuttner, Sarah"
2553,"Kuzmanova, Jana"
2554,"Kwaysser, Marie"
2555,"Kyber, Manfred"
2556,"Kyncl, Petr"
2557,"La Roche, Sophie von"
2558,"Lack, Stephan"
2559,"Lacrosse, Marie"
2560,"Ladan, Tomislav"
2561,"Ladenthin, Volker"
2562,"Laederach, Jürg"
2563,"Lager, Sven"
2564,"Laher, Ludwig"
2565,"Lahtela, Silvo"
2566,"Laigonaitė, Adelė"
2567,"Lain, Tara"
2568,"Lakotta, Consilia Maria"
2569,"Lam, Andrzej"
2570,"Lamballe, Marie"
2571,"Lambeck, Silke"
2572,"Lampsas, Dēmētrios I."
2573,"Landmann, Salcia"
2574,"Landorff, Max"
2575,"Lang, Fritz"
2576,"Lange-Müller, Katja"
2577,"Lange, Claudio"
2578,"Lange, Fritz"
2579,"Lange, Hartmut"
2580,"Lange, Kathrin"
2581,"Lange, Laura"
2582,"Lange, Moritz Wulf"
2583,"Lange, Sabine"
2584,"Langenscheidt, Florian"
2585,"Langenstein, Bernhard"
2586,"Langer, Eddy"
2587,"Langer, Jiří"
2588,"Langer, Tanja"
2589,"Langhoff, Anna"
2590,"Langkammer, Mariusz Witold von"
2591,"Langthaler, Hilde"
2592,"Lansburgh, Werner"
2593,"Lantos, Titus"
2594,"Lányi, Viktor"
2595,"Lappert, Rolf"
2596,"Larionov, Denis"
2597,"Lark, Sarah"
2598,"Larson, R. J."
2599,"Laschen, Gregor"
2600,"Lasker-Schüler, Else"
2601,"Lasonchyk, R."
2602,"Lassnig, Maria"
2603,"Laßwitz, Kurd"
2604,"Latzko, Andreas"
2605,"Laub, Gabriel"
2606,"Laub, Uwe"
2607,"Laube, Sigrid"
2608,"Laucke, Dirk"
2609,"Laukhard, Friedrich Christian"
2610,"Laupus, Monika"
2611,"Laureen, Anne"
2612,"Laurin, Ruben"
2613,"Lauster, Peter"
2614,"Lautenbacher, Alexandra"
2615,"Lauxerois, Marie"
2616,"Lavant, Christine"
2617,"Lavee, Ingrid"
2618,"Laveleye, E. de"
2619,"Lawson, Richard H."
2620,"Lazar, Maria"
2621,"Le Blanc, Thomas"
2622,"Le Fort, Gertrud von"
2623,"Leach, Roger"
2624,"Lebek, Hans"
2625,"Lebert, Benjamin"
2626,"Lebert, Hans"
2627,"Lechleitner, Norbert"
2628,"Lechner, Auguste"
2629,"Lechner, Klara Sophie"
2630,"Lecouteux, Claude"
2631,"Lederer, Joe"
2632,"Ledig, Gert"
2633,"Lee, Edward"
2634,"Leeb, Root"
2635,"Leeder, Karen"
2636,"Leenders, Hiltrud"
2637,"Lefebvre, Jean-Pierre"
2638,"Lefebvre, Joe͏̈l"
2639,"Lefèvre, Pierre"
2640,"Legrand, Jacques"
2641,"Lehde, Simone"
2642,"Lehmacher, Georg"
2643,"Lehmann, Christine"
2644,"Lehmann, Hanjo"
2645,"Lehne, Fr."
2646,"Lehner, Angela"
2647,"Lehnhoff, Joachim"
2648,"Lehr, Thomas"
2649,"Leiber, Svenja"
2650,"Leidner, Alan C."
2651,"Leinemann, Susanne"
2652,"Leisner, Regine"
2653,"Leitgeb, Josef"
2654,"Leithold, Norbert"
2655,"Leitner, Maria"
2656,"Leitschuh, Marcus C."
2657,"Leky, Mariana"
2658,"Leman, Susanne"
2659,"Lemmermayer, Fritz"
2660,"Lenau, Nikolaus"
2661,"Lendle, Jo"
2662,"Lengerke, Georg von"
2663,"Lentz, Michael"
2664,"Lenz, Anita"
2665,"Lenz, Hermann"
2666,"Lenz, Jakob Michael Reinhold"
2667,"Lenz, Pedro"
2668,"Lenz, Siegfried"
2669,"Lenz, Siegfried, 1926-"
2670,"Lenze, Ulla"
2671,"Leo, Per"
2672,"Leon, Donna"
2673,"Leopold, Elisabeth"
2674,"Lepka, Gregor M."
2675,"Leppin, Paul"
2676,"Lerche, Doris"
2677,"Lerchenwald, Johann"
2678,"Lernet-Holenia, Alexander"
2679,"Lessing, Gotthold Ephraim"
2680,"Lessmann, Sandra"
2681,"Leu, Hans Jörg"
2682,"Leutenegger, Gertrud"
2683,"Leutenegger, Gertrud, 1948-"
2684,"Leven, Christian"
2685,"Levensohn, Melanie"
2686,"Levski, Marcus E."
2687,"Lewald, Fanny"
2688,"Lewin, Waldtraut"
2689,"Lewinsky, Charles"
2690,"Lewitscharoff, Sibylle"
2691,"Leynaud, René"
2692,"Libera, Leszek"
2693,"Lichtenberg, Georg Christoph"
2694,"Lichtenstein, Alfred"
2695,"Lichtenstein, Robert"
2696,"Liebert, Andreas"
2697,"Liebeskind, August Jacob"
2698,"Liebetreu, Donald"
2699,"Liebmann, Irina"
2700,"Lieckfeld, Claus-Peter"
2701,"Liehr, Tom"
2702,"Liersch, Hendrik"
2703,"Liesenfeld, Stefan"
2704,"Ligocka, Roma"
2705,"Liliencron, Detlev von"
2706,"Limacher, Roland"
2707,"Lind, Hera"
2708,"Lindemann, Bernd"
2709,"Lindemann, Till"
2710,"Lindholm, Dan"
2711,"Lindroth, Malin"
2712,"Lindström, Inga"
2713,"Lindt, George"
2714,"Lindt, Nicolas"
2715,"Link, Charlotte"
2716,"Link, Michaela"
2717,"Linneberg, Arild"
2718,"Lipavičienė, Birutė"
2719,"Lippet, Johann"
2720,"Lippke, Mila"
2721,"List, Berndt"
2722,"Litz, Leo"
2723,"Livergant, A. Ja."
2724,"Ljubić, Nicol"
2725,"Llewellyn, Ralph"
2726,"Löb, Horst"
2727,"Lodemann, Jürgen"
2728,"Loen, Johann Michael von"
2729,"Loest, Erich"
2730,"Loetscher, Hugo"
2731,"Löffel, Hartmut"
2732,"Löffler, Hans"
2733,"Lögering, Carsten"
2734,"Loher, Dea"
2735,"Löhle, Philipp"
2736,"Lohmann, Eva"
2737,"Löhnig, Inge"
2738,"Löhr, Robert"
2739,"Loidolt, Gabriel"
2740,"Lojka, Aleh Antonavič"
2741,"London, Jack"
2742,"Long, Yingtai"
2743,"Löns, Hermann"
2744,"Loos, Cécile Ines"
2745,"Loos, Luise"
2746,"Loosli, Ruth"
